act/job_share,time/iterations,time/time_elapsed,ops/brownout_steps,ops/work_lost_steps,ops/critical_done_on_time,events/close_downlink,ops/below_reserve_steps,act/conflicts_repaired,ops/min_soc_pct,ops/critical_due,act/idle_share,events/add_jobs,act/executor_switches,events/outage,rollout/ep_len_mean,ops/completed_share,act/calibrate_share,ops/jobs_completed,ops/revenue_usd,ops/blocked_commands,time/fps,ops/episodes,act/downlink_slots_used,events/skipped,time/total_timesteps,rollout/ep_rew_mean,ops/critical_on_time_share,ops/jobs_due_missed,train/n_updates,train/approx_kl,train/clip_range,train/clip_fraction,train/learning_rate,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/entropy_loss
0.12769458912037035,14,1375,0.0,84.75,199.5,9.25,0.0,598.25,41.68292375,334.0,0.5258427372685185,0.0,285.25,13.5,288.0,0.7551738410596027,0.3464626736111111,912.25,22632.487500000003,0.0,11,56,120.0,38.0,16128,2402.780223214286,0.597305389221557,295.75,47,0.03520185,0.2,0.4826388888888889,3e-05,17736.675265842016,10566.0,0.1152539849281311,0.04461469101564338,-43.332628356085884
0.12890625,15,1492,0.0,77.0,201.5,7.75,0.0,639.5,43.52184200000001,334.0,0.5111942997685185,0.0,286.5,12.25,288.0,0.7663493377483444,0.3598994502314815,925.75,23058.957499999997,0.0,11,60,126.25,30.0,17280,2442.432513333333,0.6032934131736527,282.25,51,0.021237643,0.2,0.24110243055555555,3e-05,19554.970024956598,8632.58984375,0.1694980263710022,0.013812780393184058,-42.685665448506676
0.1317455150462963,16,1547,0.0,58.25,217.75,8.0,0.0,787.25,41.20078925,334.0,0.3849826388888889,0.0,313.0,12.5,288.0,0.7944950331125827,0.4832718460648148,959.75,23857.825,0.0,11,64,150.5,35.25,18432,2500.975215625,0.6519461077844311,248.25,53,1.9251697,0.2,0.8219866071428571,3e-05,25226.1259765625,11990.904296875,0.23454296588897705,0.2813474956367697,-42.69781221662249
0.1312572337962963,17,1665,0.0,66.25,214.25,6.5,0.0,772.75,42.863508499999995,334.0,0.3966109664351852,0.0,298.5,16.0,288.0,0.7864238410596026,0.47213179976851855,950.0,23714.12,0.0,11,68,143.75,40.25,19584,2546.9702735294118,0.6414670658682635,258.0,57,0.0124919005,0.2,0.4049479166666667,3e-05,21403.902994791668,9890.7314453125,0.27519500255584717,0.02282521644762407,-41.02773592207167
0.13149233217592593,18,1784,0.0,64.25,213.75,8.25,0.0,770.5,41.63938575,334.0,0.41017433449074076,0.0,301.75,15.0,288.0,0.7899420529801324,0.45833333333333337,954.25,23737.035,0.0,11,72,144.75,31.0,20736,2588.968888888889,0.6399700598802396,253.75,61,0.025133677,0.2,0.20768229166666666,3e-05,18734.05217827691,3394.9375,0.4192240834236145,-0.005739315063692629,-41.21064270867242
0.13136574074074073,19,1902,0.0,59.5,217.75,10.25,0.0,793.25,40.670525999999995,334.0,0.4302300347222222,0.0,288.75,13.75,288.0,0.7893211920529802,0.43840422453703703,953.5,23760.355,0.0,11,76,144.25,36.5,21888,2629.0266342105265,0.6519461077844312,254.5,65,0.52220017,0.2,0.2838541666666667,3e-05,5560.383205837674,799.7818603515625,0.7582201957702637,0.003441424522962835,-41.11017354329427
0.13066044560185186,20,2018,0.0,65.0,214.75,6.5,0.0,781.5,41.986315499999996,334.0,0.4449327256944444,0.0,301.75,13.0,288.0,0.7833195364238411,0.4244068287037037,946.25,23604.1575,0.0,11,80,137.25,32.25,23040,2661.3698812499997,0.6429640718562875,261.75,69,0.40986958,0.2,0.4251302083333333,3e-05,4854.8922288682725,742.4006958007812,0.9046701192855835,0.11718909871867961,-40.605217933654785
0.13051576967592593,21,2135,0.0,62.75,214.75,9.5,0.0,764.5,40.76219275,334.0,0.45088252314814814,0.0,285.0,9.75,288.0,0.7845612582781456,0.41860170717592593,947.75,23587.0975,0.0,11,84,139.25,35.5,24192,2690.7931476190474,0.6429640718562875,260.25,73,0.23047239,0.2,0.359375,3e-05,3653.724368625217,898.9365234375,0.9534070491790771,0.0438684914002402,-40.55585511525472
0.13006365740740738,22,2250,0.0,64.0,213.0,10.75,0.0,746.0,41.1091225,334.0,0.4514431423611111,0.0,294.25,14.75,288.0,0.783112582781457,0.41849320023148145,946.0,23452.992500000004,0.0,11,88,140.75,29.75,25344,2716.3487965909094,0.6377245508982036,262.0,77,0.23796932,0.2,0.498046875,3e-05,2484.46241929796,537.2338256835938,0.9718486070632935,0.04211615540811585,-40.554591708713104
0.13057002314814817,23,2366,0.0,63.75,212.75,8.5,0.0,711.5,40.670525999999995,334.0,0.4064308449074074,0.0,275.5,14.25,288.0,0.7845612582781457,0.4629991319444444,947.75,23525.864999999998,0.0,11,92,138.5,32.25,26496,2739.4307467391304,0.6369760479041916,260.25,81,0.5058621,0.2,0.6716579861111112,3e-05,2866.604258219401,808.3427124023438,0.9753311276435852,0.18911588342032498,-39.89805179172092
0.1294487847222222,24,2480,0.0,67.0,206.25,6.25,0.0,705.0,42.07798225,334.0,0.4131944444444444,0.0,274.25,13.5,288.0,0.7744205298013245,0.45735677083333337,935.5,23298.03,0.0,11,96,130.0,30.5,27648,2754.795832291666,0.6175149700598802,272.5,85,0.07275575,0.2,0.3140190972222222,3e-05,1622.0138651529949,479.9651794433594,0.9877100586891174,0.017610648478795256,-39.67168151007758
0.12995515046296297,25,2596,0.0,73.5,209.25,7.25,0.0,712.5,40.670525999999995,334.0,0.3968098958333333,0.0,276.0,16.75,288.0,0.7766970198675498,0.4732349537037037,938.25,23369.660000000003,0.0,11,100,135.25,34.0,28800,2771.2988629999995,0.6264970059880239,269.75,89,0.0913684,0.2,0.27734375,3e-05,882.674557156033,370.1897277832031,0.9935600161552429,0.03930515907187429,-39.579206784566246
0.13004557291666666,26,2711,0.0,66.75,210.5,9.25,0.0,678.75,40.7069295,334.0,0.36791087962962965,0.0,278.25,10.75,288.0,0.7781456953642384,0.5020435474537037,940.0,23392.16,0.0,11,104,135.5,36.25,29952,2799.0049059999997,0.6302395209580839,268.0,93,0.07831547,0.2,0.3602430555555556,3e-05,895.5786777072483,393.2817687988281,0.9950528144836426,0.03886042796592745,-38.84416177537706
0.12934027777777776,27,2825,0.0,69.25,203.25,7.75,0.0,703.75,39.654707249999994,334.0,0.37644675925925924,0.0,280.5,15.75,288.0,0.7706953642384107,0.49421296296296297,931.0,23108.5425,0.0,11,108,128.0,35.5,31104,2822.819907000001,0.6085329341317366,277.0,97,0.027044598,0.2,0.3276909722222222,3e-05,989.1112518310547,439.904296875,0.9950361251831055,0.02343215392385092,-37.937695821126304
0.1300998263888889,28,2940,0.0,62.0,208.75,7.75,0.0,720.0,41.20078925,334.0,0.3810763888888889,0.0,289.0,14.75,288.0,0.7826986754966887,0.4888237847222222,945.5,23432.975,0.0,10,112,135.0,32.0,32256,2853.0086229999997,0.625,262.5,101,0.015279293,0.2,0.2723524305555556,3e-05,1043.8109741210938,437.7772216796875,0.9954996109008789,0.015860360245116882,-37.98355367448595
0.1306423611111111,29,3053,0.0,73.0,211.75,9.25,0.0,739.0,40.670525999999995,334.0,0.3953812210648148,0.0,284.5,15.5,288.0,0.7804221854304636,0.4739764178240741,942.75,23339.69,0.0,10,116,141.5,33.0,33408,2891.67564,0.6339820359281437,265.25,105,0.02082768,0.2,0.3485243055555556,3e-05,1090.3655039469402,426.401123046875,0.9957892894744873,0.0245199991364239,-38.16885757446289
0.13160083912037038,30,3162,0.0,74.25,217.25,9.0,0.0,756.75,40.8538595,334.0,0.39890769675925924,0.0,283.25,13.75,288.0,0.7899420529801324,0.46949146412037035,954.25,23556.254999999997,0.0,10,120,153.25,32.25,34560,2941.80831,0.6504491017964071,253.75,109,0.019033568,0.2,0.21549479166666666,3e-05,771.2720099555122,351.2879333496094,0.996673047542572,0.004856537613603804,-38.48537180158827
0.1309136284722222,31,3275,0.0,66.5,217.75,12.0,0.0,773.25,40.09330375,334.0,0.3991608796296296,0.0,277.0,14.0,288.0,0.7874586092715232,0.46992549189814814,951.25,23565.824999999997,0.0,10,124,144.25,32.75,35712,2989.7953079999993,0.6519461077844311,256.75,113,0.01583328,0.2,0.248046875,3e-05,865.6018541124132,469.3428955078125,0.9967370629310608,0.011119452447423505,-38.301409827338325
0.13084129050925927,32,3391,0.0,62.75,212.0,11.75,0.0,796.25,39.92853775,334.0,0.3917643229166667,0.0,284.5,11.75,288.0,0.7845612582781457,0.47739438657407407,947.75,23592.087499999998,0.0,10,128,138.5,36.0,36864,3042.663425,0.6347305389221557,260.25,117,0.0275431,0.2,0.2769097222222222,3e-05,718.031369527181,408.1186828613281,0.9975407719612122,0.01727170882643097,-38.17970159318712
0.13169126157407407,33,3506,0.0,60.75,221.5,9.75,0.0,818.5,40.23192949999999,334.0,0.3896303530092593,0.0,293.75,13.5,288.0,0.7944950331125828,0.4786783854166667,959.75,23720.775,0.0,10,132,148.0,31.75,38016,3097.7402739999998,0.6631736526946108,248.25,121,0.023573078,0.2,0.15690104166666666,3e-05,655.331648932563,397.4073486328125,0.9975184202194214,0.008580566978909902,-37.74589093526205
0.13170934606481483,34,3619,0.0,61.75,214.75,9.25,0.0,819.75,41.547719,334.0,0.39069733796296297,0.0,278.25,13.75,288.0,0.7922185430463576,0.4775933159722222,957.0,23796.1525,0.0,10,136,147.25,35.5,39168,3142.328998999999,0.6429640718562875,251.0,125,0.011912834,0.2,0.15147569444444445,3e-05,819.0662892659506,361.9465637207031,0.9969941973686218,0.0017465980425994429,-37.61446073320177
0.13187210648148145,35,3733,0.0,66.25,220.75,8.5,0.0,780.0,40.670525999999995,334.0,0.3677481192129629,0.0,284.75,14.75,288.0,0.7936672185430463,0.5003797743055556,958.75,23709.122499999998,0.0,10,140,153.75,38.0,40320,3180.1718559999995,0.6609281437125749,249.25,129,0.039213974,0.2,0.421875,3e-05,665.0946451822916,374.2939453125,0.9976752400398254,0.04235745394705898,-37.56268575456407
0.13167317708333334,36,3845,0.0,63.25,220.0,8.0,0.0,808.75,39.97666649999999,334.0,0.3792679398148148,0.0,289.5,14.75,288.0,0.7924254966887417,0.48905888310185186,957.25,23742.847500000003,0.0,10,144,149.75,33.5,41472,3215.3420710000005,0.658682634730539,250.75,133,0.018607315,0.2,0.201171875,3e-05,692.9193776448568,360.09222412109375,0.9976080060005188,-9.20356639350454e-05,-37.018482526143394
0.13125723379629628,37,3955,0.0,64.5,212.5,7.0,0.0,807.0,39.97666649999999,334.0,0.37226924189814814,0.0,289.25,15.0,288.0,0.7891142384105961,0.4964735243055555,953.25,23707.035,0.0,10,148,147.0,35.75,42624,3235.23748,0.6362275449101796,254.75,137,0.026938207,0.2,0.2048611111111111,3e-05,636.0296401977539,392.8194274902344,0.997987687587738,0.00975929159257147,-37.09389326307509
0.130859375,38,4069,0.0,66.25,210.0,8.25,0.0,775.0,41.1091225,334.0,0.3682364004629629,0.0,279.75,12.25,288.0,0.7847682119205298,0.500904224537037,948.0,23569.1875,0.0,10,152,141.75,35.75,43776,3246.3604949999994,0.6287425149700598,260.0,141,0.023912929,0.2,0.20203993055555555,3e-05,746.7260945638021,374.816162109375,0.9972972273826599,0.004106439494838317,-36.689092848036026
0.1314019097222222,39,4180,0.0,61.0,215.25,7.0,0.0,756.0,40.2319295,334.0,0.3637152777777778,0.0,285.25,15.5,288.0,0.7915976821192053,0.5048828125,956.25,23697.039999999997,0.0,10,156,146.5,32.0,44928,3262.2938159999994,0.6444610778443114,251.75,145,0.018108547,0.2,0.16688368055555555,3e-05,728.751596238878,415.7857360839844,0.9968335628509521,0.005675166017479367,-37.114990658230255
0.1305881076388889,40,4290,0.0,69.5,211.75,9.75,0.0,772.25,39.793333,334.0,0.34110966435185186,0.0,290.75,10.5,288.0,0.7802152317880795,0.5283022280092593,942.5,23528.357500000002,0.0,10,160,139.75,33.75,46080,3270.8325759999993,0.6339820359281436,265.5,149,0.054280553,0.2,0.2287326388888889,3e-05,796.0505862765842,427.91607666015625,0.997201681137085,0.023825223557651043,-36.92312463124593
0.13089554398148148,41,4400,0.0,67.5,213.25,10.5,0.0,789.0,40.323596249999994,334.0,0.3450882523148148,0.0,280.5,14.0,288.0,0.7843543046357616,0.5240162037037037,947.5,23511.2825,0.0,10,164,141.75,33.75,47232,3266.068459,0.6384730538922156,260.5,153,0.02851264,0.2,0.2951388888888889,3e-05,897.578859117296,424.9026184082031,0.9964035749435425,0.010906418850128021,-36.30823400285509
0.13100405092592593,42,4510,0.0,70.75,212.75,6.0,0.0,808.75,40.76219275,334.0,0.34324363425925924,0.0,280.25,15.75,288.0,0.7853890728476821,0.5257523148148149,948.75,23575.8375,0.0,10,168,145.5,40.0,48384,3265.0486459999997,0.6369760479041916,259.25,157,0.021091975,0.2,0.2204861111111111,3e-05,592.8261930677626,300.54248046875,0.9977200031280518,0.006004898291495111,-36.10400549570719
0.1307689525462963,43,4620,0.0,63.0,210.5,7.25,0.0,797.75,40.47707575,334.0,0.3342737268518518,0.0,273.75,14.0,288.0,0.7851821192052979,0.5349573206018519,948.5,23601.6375,0.0,10,172,139.75,33.5,49536,3262.050487,0.6302395209580838,259.5,161,0.012092592,0.2,0.25390625,3e-05,710.1399595472548,252.69818115234375,0.9975125193595886,0.02093432904479818,-35.76909266577827
0.1311306423611111,44,4730,0.0,69.75,211.5,6.5,0.0,806.25,39.793333,334.0,0.31148726851851855,0.0,275.0,13.0,288.0,0.787044701986755,0.5573820891203703,950.75,23557.92,0.0,10,176,146.5,35.25,50688,3258.157513,0.6332335329341318,257.25,165,0.061277602,0.2,0.2931857638888889,3e-05,559.8118031819662,271.102294921875,0.9980071187019348,0.013662711031631462,-35.650925954182945
0.1314019097222222,45,4842,0.0,61.25,215.25,9.0,0.0,813.25,40.76219275,334.0,0.30145037615740744,0.0,278.0,12.75,288.0,0.7928394039735099,0.5671477141203703,957.75,23709.125,0.0,10,180,149.5,37.75,51840,3260.1085000000003,0.6444610778443114,250.25,169,0.032960035,0.2,0.21592881944444445,3e-05,726.3029259575737,419.2304382324219,0.9973053932189941,0.00856968868497966,-34.25948905944824
0.13149233217592593,46,4954,0.0,63.25,215.0,9.0,0.0,806.0,39.654707249999994,334.0,0.3081235532407407,0.0,283.25,16.0,288.0,0.7911837748344371,0.5603841145833334,955.75,23607.090000000004,0.0,10,184,149.25,33.25,52992,3261.560997,0.6437125748502994,252.25,173,0.010693188,0.2,0.09809027777777778,3e-05,674.8822072347006,387.99005126953125,0.9974263906478882,0.0002744298091986113,-33.703002081977
